t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID,type
-8550,2500.0,6371.2,54.69,35.31,138.59,,,,3.4379999999999997,63.1,6.4,3534,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8540,690.0,6371.2,54.9,35.1,138.91,,,,,44.0,3.0,3535,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8523,800.0,6371.2,70.3143,19.6857,258.0197,-1.1999999999999886,2.450722911708394,44.1,1.7599285714285713,60.9,9.1,13126,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8505,222.0,6371.2,70.4697,19.5303,258.2672,-10.800000000000011,3.0127066733619374,15.3,2.905928571428571,,,13125,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8474,100.0,6371.2,70.517,19.483,205.1,,,,,33.42,5.04,1272,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8460,310.0,6371.2,70.95,19.05,204.45,27.4,1.1949503168856772,49.4,0.7776428571428571,44.6,1.8,2444,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8407,276.0,6371.2,25.799999999999997,64.2,338.8,30.2,14.450810987132911,84.8,1.3097142857142856,56.0,8.25,3348,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8350,50.0,6371.2,69.32,20.68,203.6,1.3,3.68967804292148,33.7,3.069642857142857,,,3686,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8220,100.0,6371.2,70.6,19.4,246.5,,,,,32.7,4.3,6856,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8220,70.0,6371.2,70.9,19.1,260.82,-5.399999999999977,2.7574250680672847,40.8,2.0873571428571425,27.0,5.3,2767,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8210,70.0,6371.2,70.9,19.1,260.81,16.8,3.1694253270364183,21.6,2.9468571428571426,,,11980,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8200,100.0,6371.2,70.53,19.47,205.1,,3.431121085023447,12.0,3.3561428571428564,28.2,8.25,3422,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8173,100.0,6371.2,72.6,17.4,246.8,,,,,37.1,4.8,6865,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8069,100.0,6371.2,70.517,19.483,205.1,,,,,14.35,0.65,1273,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8000,800.0,6371.2,68.24,21.76,314.77,,,,,48.05,0.21,3544,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7900,100.0,6371.2,70.53,19.47,205.1,,2.041711381186758,15.8,1.9645714285714284,31.3,1.8,3423,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7900,400.0,6371.2,128.703,-38.703,176.025,41.5,6.45770802576494,-47.3,4.379357142857142,96.9,12.7,3471,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7820,382.0,6371.2,70.58,19.42,204.66,-2.6999999999999886,1.163581419676409,36.0,0.9413571428571427,41.1,6.9,2424,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7750,500.0,6371.2,75.19,14.81,-61.16,-5.5,2.454585832203848,38.4,1.923642857142857,,,12469,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7726,100.0,6371.2,70.517,19.483,205.1,,,,,13.7,1.62,1274,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7697,462.0,6371.2,69.2978,20.7022,203.6757,-6.199999999999989,3.2268804808460607,43.7,2.3329285714285715,,,7653,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7673,72.0,6371.2,51.5,38.5,-27.2,41.6,2.9195116479786996,35.6,2.3738571428571427,34.7,3.5,11102,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7600,100.0,6371.2,70.53,19.47,205.1,,7.741325358692009,26.0,6.957857142857142,40.4,4.2,3424,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7588,346.0,6371.2,70.521,19.479,-155.374,,,,,48.2,3.8,12189,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7550,422.0,6371.2,70.9105,19.0895,260.3742,18.0,2.478934328875828,36.0,2.0055,,,13124,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7550,422.0,6371.2,70.89,19.11,260.404,1.0,5.244358917063258,68.0,1.9645714285714284,,,13153,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7473,120.0,6371.2,128.07999999999998,-38.08,176.49,-8.0,3.2378697677467345,-50.8,2.0464285714285713,,,11175,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7470,100.0,6371.2,70.6,19.4,246.5,,,,,40.9,3.0,6854,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7466,10.0,6371.2,70.3,19.7,204.1,-4.199999999999989,2.223805353300271,25.6,2.0055,29.9,6.6,3231,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-8523,800.0,6371.2,70.33,19.67,258.02,42.2,2.2075982455597916,10.7,2.1692142857142853,49.2,9.7,2768,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7450,270.0,6371.2,70.8972,19.1028,260.4982,-21.5,2.3707474004357842,50.3,1.5143571428571427,42.7,10.0,3541,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7383,100.0,6371.2,70.517,19.483,205.1,,3.088587611165428,11.3,3.0287142857142855,24.7,5.9,3310,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7383,100.0,6371.2,70.517,19.483,205.1,,,,,20.08,1.95,1275,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7350,250.0,6371.2,54.3,35.7,139.0,,,,,34.4,6.09,2492,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7330,100.0,6371.2,53.6,36.4,138.52,,,,,36.81,1.58,3174,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7310,430.0,6371.2,54.76,35.24,138.66,3.9,3.037902484030966,60.1,1.5143571428571427,64.6,6.1,3536,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7300,100.0,6371.2,70.53,19.47,205.1,,2.2366325460418635,23.8,2.0464285714285713,45.0,2.3,3425,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7300,100.0,6371.2,59.2,30.8,130.42,-6.100000000000023,2.8487757436938965,46.4,1.9645714285714284,37.8,6.6,3500,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7260,190.0,6371.2,61.643,28.357,343.368,-4.9,1.599269392147452,37.5,1.2687857142857142,38.9,2.9,10710,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7230,290.0,6371.2,44.1,45.9,238.2,-14.399999999999977,6.024906776072334,72.2,1.8417857142857141,,,5292,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7201,245.0,6371.2,69.4,20.6,203.7,6.2,2.273290466225376,32.2,1.923642857142857,,,3687,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7158,148.0,6371.2,69.3223,20.6777,203.6748,-4.0,1.4140558237809275,46.0,0.9822857142857142,,,7652,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7110,100.0,6371.2,70.517,19.483,205.1,,4.945992017983229,49.8,3.192428571428571,42.2,0.1,3311,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7110,100.0,6371.2,70.517,19.483,205.1,,,,,39.9,0.87,1276,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7100,100.0,6371.2,70.53,19.47,205.1,,4.099345000769987,33.0,3.4379999999999997,39.1,5.4,3426,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7050,1000.0,6371.2,24.200000000000003,65.8,343.4,42.0,3.708771415149689,76.6,0.8594999999999999,75.5,8.25,3337,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7050,2000.0,6371.2,24.185599999999994,65.8144,343.6075,,,,,38.2,5.0,9227,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7050,2000.0,6371.2,25.904899999999998,64.0951,-21.7518,,,,,59.66,2.04,12316,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7020,390.0,6371.2,55.28,34.72,139.36,14.4,2.7394660118084375,48.9,1.800857142857143,66.7,11.5,3537,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7000,100.0,6371.2,128.037,-38.037,176.561,-14.899999999999977,13.76663261966318,-49.6,8.92242857142857,,,8281,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7000,100.0,6371.2,128.039,-38.039,176.572,-2.3999999999999773,3.431023368935183,-61.5,1.637142857142857,,,8282,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7000,100.0,6371.2,85.9,4.1,286.4,0.0,1.66395746863003,10.3,1.637142857142857,,,10944,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6980,100.0,6371.2,72.6,17.4,246.8,,,,,36.2,3.7,6867,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6910,204.0,6371.2,69.3588,20.6412,203.8729,0.3,2.5734307860782746,44.3,1.8417857142857141,,,7651,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6887,100.0,6371.2,70.517,19.483,205.1,,0.13508037913143306,52.7,0.08185714285714285,62.8,0.5,3312,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6887,100.0,6371.2,70.517,19.483,205.1,,,,,29.37,7.38,1277,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6868,209.0,6371.2,127.283,-37.283,176.25,,,,,57.0,1.0,10453,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6858,310.0,6371.2,70.86,19.14,204.48,-0.5,0.735377783718263,33.4,0.6139285714285714,31.0,1.1,2425,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6850,2800.0,6371.2,129.2253,-39.2253,175.5739,,,,1.3097142857142856,38.3,5.7,12450,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6800,200.0,6371.2,53.583,36.417,38.17,,,,,54.8,1.7,10459,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6750,250.0,6371.2,62.028,27.972,344.532,-3.0,1.7866594106274627,36.7,1.4324999999999999,48.1,2.7,10733,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6719,100.0,6371.2,70.517,19.483,205.1,,,,,28.03,0.5,1278,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6690,100.0,6371.2,53.1,36.9,138.1,,,,,54.5,3.9,2506,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6650,430.0,6371.2,46.7,43.3,246.5,6.2,3.2352923976361025,55.3,1.8417857142857141,,,5291,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6650,50.0,6371.2,53.583,36.417,38.17,,,,,50.2,3.7,10461,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6646,170.0,6371.2,26.068399999999997,63.9316,339.3498,,,,,85.1,16.1,9226,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6646,170.0,6371.2,26.1,63.9,339.4,20.5,3.845378847640226,75.2,0.9822857142857142,68.5,8.25,3347,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6646,170.0,6371.2,26.04,63.96,339.1,2.0,3.2999502928730684,77.1,0.7367142857142857,,,12323,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6646,170.0,6371.2,26.07,63.93,-20.655,5.3,7.001899573396259,71.6,2.210142857142857,,,12334,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6637,127.0,6371.2,69.3646,20.6354,203.8805,-2.5,1.2627598249408587,41.8,0.9413571428571427,,,7650,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6635,105.0,6371.2,43.24,46.76,7.11,-0.8000000000000114,2.2782396755379817,59.8,1.146,,,9099,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6600,50.0,6371.2,53.583,36.417,38.17,,,,,52.8,2.8,10460,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6580,100.0,6371.2,54.49,35.51,138.75,-16.5,5.613175652864754,51.7,3.478928571428571,52.8,3.9,3538,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6580,510.0,6371.2,54.39,35.61,138.94,15.9,5.123039761480165,39.2,3.970071428571428,42.6,3.0,3539,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6550,10.0,6371.2,70.2872,19.7128,-155.0542,,,,,34.32,2.02,12304,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6550,10.0,6371.2,70.2872,19.7128,-155.0542,,1.475644055134051,46.1,1.0232142857142856,39.0,8.25,12309,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6550,100.0,6371.2,54.54,35.46,44.39,,,,,44.0,8.25,2368,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6550,400.0,6371.2,44.25,45.75,3.0,-0.6999999999999886,1.5897222041855206,55.5,0.9004285714285715,64.1,4.8,3513,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6550,100.0,6371.2,70.517,19.483,205.1,,,,,18.45,7.68,1279,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6500,100.0,6371.2,52.2,37.8,32.5,,,,,54.1,4.0,2483,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-7450,270.0,6371.2,70.88,19.12,260.51,-22.600000000000023,2.2631064313928873,55.9,1.2687857142857142,44.5,17.2,2769,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-10000,338.0,6371.2,70.46940000000001,19.5306,258.2916,-32.39999999999998,2.02210201021662,13.7,1.9645714285714284,26.0,1.9,11967,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-10000,338.0,6371.2,70.47,19.53,258.31,-23.399999999999977,1.9909762087515184,30.3,1.7189999999999999,,,6893,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6450,50.0,6371.2,53.583,36.417,38.17,,,,,52.5,3.3,10462,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6382,100.0,6371.2,70.517,19.483,205.1,,,,,25.07,8.57,1280,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6382,100.0,6371.2,70.517,19.483,205.1,,5.465744949180978,40.2,4.174714285714285,32.4,1.0,3313,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6380,100.0,6371.2,52.2,37.8,32.5,,,,,63.6,3.3,2482,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6370,100.0,6371.2,103.2,-13.2,285.7,-3.0,1.743382686082476,-29.7,1.5143571428571427,,,10956,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6370,100.0,6371.2,103.2,-13.2,285.7,6.4,2.091484209189856,3.6,2.0873571428571425,,,10957,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6350,50.0,6371.2,53.583,36.417,38.17,,,,,48.1,3.0,10463,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-6350,350.0,6371.2,51.6,38.4,14.95,7.3,1.5475634050268074,50.6,0.9822857142857142,,,8169,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
