t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID,type
-575,75.0,6371.2,48.0,42.0,43.0,,,,,69.0,7.7,1496,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,175.0,6371.2,61.92,28.08,344.415,17.8,2.1163404584618326,47.4,1.4324999999999999,47.8,5.8,10716,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,25.0,6371.2,52.0,38.0,58.0,,,,,69.5,6.9,3043,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,25.0,6371.2,52.0,38.0,58.0,,,,,67.9,6.8,3044,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,25.0,6371.2,52.0,38.0,58.0,,,,,67.1,13.4,3045,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,25.0,6371.2,52.0,38.0,62.0,,,,,73.0,7.3,3046,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-575,25.0,6371.2,54.2,35.8,40.9,,,,,70.1,0.9,3562,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-574,10.0,6371.2,55.5,34.5,42.5,,,,,55.3,14.4,2738,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-573,80.0,6371.2,54.9579,35.0421,33.1066,,,,,69.7,2.8,11383,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-572,569.0,6371.2,52.1764,37.8236,334.3392,13.0,2.0853580972763295,58.0,1.1050714285714285,,,8992,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-572,569.0,6371.2,52.1764,37.8236,334.3392,,,,,92.3,11.6,12456,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-571,178.0,6371.2,42.089,47.911,4.533,0.5,1.3978233782819172,65.8,0.573,66.1,5.5,8857,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-570,34.0,6371.2,57.5,32.5,44.5,-10.699999999999989,20.442884617516086,59.7,10.313999999999998,,,9325,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-570,182.0,6371.2,43.16,46.84,15.4,17.9,1.9656097830909893,71.8,0.6139285714285714,,,12943,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-570,200.0,6371.2,70.74,19.26,260.98,7.2,4.873473566046644,27.1,4.338428571428571,,,12017,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-568,135.0,6371.2,65.917,24.083,32.53,,,,,82.3,0.1,10871,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-561,17.0,6371.2,52.1,37.9,22.9,,,,,55.6,8.25,1366,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-560,210.0,6371.2,107.7,-17.7,168.4,,,,,33.72,2.98,8707,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-560,19.0,6371.2,52.0,38.0,23.7,,,,,50.0,8.25,1367,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-558,173.0,6371.2,36.65,53.35,14.27,14.5,2.019282276604212,72.3,0.6139285714285714,54.73,0.85,5369,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,165.0,6371.2,107.7,-17.7,168.4,,,,,26.94,8.25,8706,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,257.0,6371.2,48.5,41.5,120.5,,,,,43.2,2.5,12262,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,257.0,6371.2,48.5,41.5,120.5,,,,,56.4,5.5,12263,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,257.0,6371.2,48.4,41.6,123.9,,,,,44.6,1.5,12272,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,257.0,6371.2,48.4,41.6,123.9,,,,,42.0,2.2,12273,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-555,257.0,6371.2,48.4,41.6,123.9,,,,,48.3,3.3,12274,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,250.0,6371.2,102.0035,-12.0035,282.9126,,,,,42.0,0.9,772,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,250.0,6371.2,102.0035,-12.0035,282.9126,,,,,43.9,9.3,773,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,300.0,6371.2,59.0,31.0,101.9,,,,,102.0,20.4,2314,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,300.0,6371.2,46.35,43.65,126.5,,,,,53.8,4.6,12300,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,300.0,6371.2,46.35,43.65,126.5,,,,,54.3,9.2,12301,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,20.0,6371.2,52.1,37.9,22.9,,,,,61.0,8.25,2843,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,150.0,6371.2,36.2,53.8,109.1,,,,,71.3,8.25,11294,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,300.0,6371.2,46.35,43.65,126.5,,,,,54.1,0.2,544,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,25.0,6371.2,49.85,40.15,0.05,-4.3,7.779812358365131,63.1,3.5198571428571426,,,12863,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,47.7,42.3,45.5,,,,,64.0,8.6,2160,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,48.0,42.0,42.1,,,,,65.0,9.4,2161,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,48.0,42.0,42.1,,,,,71.0,10.3,2162,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,100.0,6371.2,60.85,29.15,78.05,,,,,38.0,3.37,1419,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,100.0,6371.2,60.0,30.0,31.0,,,,,60.5,9.0,2712,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,43.97,46.03,13.14,6.5,3.032518966562094,71.1,0.9822857142857142,,,3742,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,100.0,6371.2,39.9,50.1,14.3,,,,,69.8,7.0,2469,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,150.0,6371.2,38.26,51.74,358.59,-7.0,4.1452327242886104,65.5,1.7189999999999999,,,6055,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,25.0,6371.2,52.15,37.85,15.3,5.6,1.4043264526728854,60.3,0.6957857142857142,,,3762,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,47.6,42.4,42.1,,,70.0,1.8417857142857141,78.0,8.2,1725,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,100.0,6371.2,44.5,45.5,36.5,-20.5,2.86218450010404,65.5,1.1869285714285713,67.0,5.0,450,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,120.0,6371.2,54.3,35.7,140.3,,,,,59.95,9.4,2505,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,350.0,6371.2,98.0,-8.0,281.0,6.6,1.3987319446666522,-5.8,1.3915714285714285,,,10954,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,48.75,41.25,14.17,-6.699999999999989,4.009804558189123,53.7,2.3738571428571427,,,3794,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,48.0,42.0,43.0,,,,,87.0,9.5,1497,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,50.0,6371.2,52.0,38.0,58.0,,,,,73.3,7.3,3047,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,20.0,6371.2,43.3,46.7,32.5,-4.0,3.8359238037138557,62.0,1.800857142857143,80.0,2.0,2029,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,350.0,6371.2,98.0,-8.0,281.0,,,,,33.0,1.4,238,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,20.0,6371.2,43.3,46.7,32.5,0.0,3.5773691372204444,63.5,1.5962142857142856,81.0,2.0,2030,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,74.0,6371.2,59.379999999999995,30.62,120.02,,,,,47.7,1.4,11513,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,74.0,6371.2,59.379999999999995,30.62,120.02,,,,,41.1,1.5,11514,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-550,74.0,6371.2,59.379999999999995,30.62,119.03,,,,,52.2,3.1,11515,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-542,10.0,6371.2,55.5,34.5,42.5,,,,,57.5,14.9,2739,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-537,100.0,6371.2,70.517,19.483,205.1,,,,,43.17,1.32,1307,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-537,80.0,6371.2,54.9579,35.0421,33.1066,,,,,67.4,4.7,11381,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-537,80.0,6371.2,54.9579,35.0421,33.1066,,,,,73.2,5.8,11382,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-530,60.0,6371.2,53.9062,36.0938,126.6942,,,,,50.91,5.06,11642,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-530,50.0,6371.2,50.4,39.6,358.7,,,,,94.3,2.8,10414,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-527,22.0,6371.2,50.5,39.5,30.0,,,,,80.0,8.25,2862,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,51.2,38.8,29.8,,,,,78.6,1.0,9232,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,44.03,45.97,13.2,-0.10000000000002274,18.264075130660256,74.8,4.7886428571428565,,,3743,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,49.58,40.42,16.75,0.6,1.8401800074528438,66.4,0.7367142857142857,,,3763,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,45.9,44.1,17.5,-2.230000000000018,3.1035314852017355,63.36,1.3915714285714285,73.93,5.35,9422,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,47.58,42.42,27.7,1.7,2.069474746312212,66.7,0.8185714285714285,95.8,8.17,9682,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,100.0,6371.2,51.5361,38.4639,356.6917,,,,,79.1,0.8,8405,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,100.0,6371.2,51.5361,38.4639,356.6917,,,,,75.1,2.7,8406,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,52.0,38.0,58.0,,,,,79.1,7.9,3048,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,52.0,38.0,58.0,,,,,82.7,16.5,3049,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,52.0,38.0,58.0,,,,,84.5,8.4,3050,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,52.0,38.0,58.0,,,,,74.4,7.4,3051,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,52.0,38.0,62.0,,,,,80.2,8.0,3052,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-525,25.0,6371.2,47.58,42.42,27.7,,,,,85.42,2.02,13046,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-523,47.0,6371.2,58.7,31.3,118.9,,,,,57.4,8.25,686,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-521,29.0,6371.2,50.5,39.5,30.0,,,,,88.8,11.4,2863,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-520,30.0,6371.2,51.2,38.8,29.8,,,,,88.7,2.9,9233,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-520,50.0,6371.2,53.953,36.047,126.6847,,,,,45.26,3.09,11640,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-520,100.0,6371.2,51.5361,38.4639,356.6917,,,,,85.8,1.9,8403,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-520,100.0,6371.2,51.5361,38.4639,356.6917,,,,,70.4,1.3,8404,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-515,100.0,6371.2,51.5361,38.4639,356.6917,,,,,96.9,1.8,8402,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,13.0,6371.2,51.2,38.8,29.8,,,,,83.4,0.8,9234,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,47.7,1.4,11545,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,50.8,2.9,11546,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,48.0,1.8,11547,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,45.3,1.5,11548,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,47.5,2.8,11549,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,43.9,3.2,11550,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,46.2,0.7,11551,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,50.4,1.6,11552,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,55.5,4.9,11553,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,57.6,1.5,11554,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-513,37.0,6371.2,59.370000000000005,30.63,120.01,,,,,42.59,0.89,12248,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-510,10.0,6371.2,51.2,38.8,29.8,,,,,80.4,0.8,9283,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
